id,review_id,review_title,comment,review_star_rating,author,product_asin,date
46,R3TAV4YKSC6WNU,Could not put it down,"This is a well-written, easily-read, highly-entertaining book with an engaging storyline, relatable characters, a believable heroine, and excellent pacing. From the first page it is clear this was a book written by an experienced author and professionally edited, something one can no longer take for granted with Amazon's self-publishing service. I raced through this book and Book 2, the Iron Flame, in under a week, simply unable to tear myself away from either one. I highly recommend them both and can't wait for book 3. The genre is this new amalgam of romance and sword & sorcery fantasy which seems to be rapidly growing in popularity. The sex scenes may be a bit too explicit for younger teens, depending on your sensibilities as a parent, but were tamer than another well-known author in the genre who tends to go overboard. There's also violence and swearing, but nothing beyond what any older teen hasn't already been exposed to in today's culture. And although I loved both books, the amateur book critic in me found two small, very nitpicky flaws worth mentioning. Both books end on cliffhangers, and while that is common when writing a series, the giants in the field (LOTR and Harry Potter) did a better job of wrapping up each individual book as a separate storyline. The other thing was the author's strange choice of changing the perspective in the last chapter of both books. Both book are first-person narratives from the perspective of the heroine/protagonist. Then the last chapters of each book switch to first-person narratives from the perspective of the second main character. I found this an odd and jarring choice that I hope she abandons for subsequent books (Ms. Yarros, are you listening?) This secondary main character's internal dialogue sounds no different from the protagonist's, and it comes off as gimmicky and frankly confusing. Those minor critiques aside, these are two fantastic books that I hope spawn many more, and I highly recommend them.",5,A. Couto,B0D923QDHR,2024-03-20
47,R1B8HFCJFF2G3M,Totally Captivating!!,"Wow! It has been a LONG time since I have actually felt tension while reading a book. I can read the biggest action scenes at the end of various books and the majority of the time they just don't affect me at all - because I don't care that much about the characters. But THIS - this was different. I felt the tension. And it was real. Plus the author is very willing to kill characters so there is some uncertainty there as well. And the battle at the end of this most excellent book - it was hot and raging. Plus the enemy leaked danger as well. True menace. Very rarely does some enemy in a book impress me at all but this one most certainly did.. Right from the description I just KNEW there was something different about these mages called venin. They seemed impressive too. And very memorable. I wanted to draw them based off of the description. Very rarely do I get that urge.  But what a battle at the end! It was touch and go. What would happen? Would the heroes win or lose? I didn't know. And I felt concern.  This book has made me feel things. Earlier it had made me cry - tears of joy.  And the book has surprised me too. The plot twists! I guess I should have seen it coming but I didn't so I was quite surprised. But it certainly makes the story way more interesting! And I am certainly eager to read the sequel too! This is a massive book and worth reading every word! And rarely do I feel that way. But its exciting and the characters face so many challenges. And there is death too. In fact there is a lot of death in here. Its a very violent world, a tough world of dragons and griffins and things that are supposed to be only legends to scare kids to eat their vegetables...  But what I love the most in here in the main character Violet. She has a connective tissue disorder. I have one too (its called Ehlers Danlos Syndrome - EDS - and I am pretty confident that Violet actually has EDS). I have never run across a character in a book before that has EDS. And certainly not one that is bold enough to be in a fantasy world where she rides a dragon. How cool is that? So yes I certainly can relate to her very well! And so much of the stuff in here is quite accurate too. Exercise is the best way to protect the joints (and personally I find diet matters a ton too). And yes it certainly can make many things way harder. The joints are all wonky and they naturally hyper-extend so doing things - even just balancing - is way harder. But riding a dragon!!! I remember when I was much younger I used to read this other very popular fantasy series that included dragons and I used to try to imagine what it would be like to ride a dragon. Of course I never thought about the issues of staying ON said dragon... But since I ride horses these days I have a better idea of some of the issues. But wow this book is totally AMAZING! it totally captivated my attention. The first evening I started it I got 50% through. And I certainly would have powered through the second half yesterday but unfortunately I have packing to do as I am moving at the end of the month.  If I could I would rate it 6 stars!  The characters are just so real. And they go through character arcs too. They change. They face obstacles and have to find solutions. And there is certainly a bit of romance in here too. The story moved so smoothly. Never a dull moment at all. None. And I just loved the first person writing in here from Violet's viewpoint.  But the story is about a young woman named Violet who has been forced by her very powerful mother to become a dragon rider. That is a warrior. But her body is weak and ill suited for it. So she was training to be a scribe (but all of that writing would be a huge strain on her too - in fact I cannot write very long at all by hand anymore without pain + numbness going down my arm and I get horrid shoulder pain) but that changed - she had to go be a dragon rider or die trying. But its not that easy in fact its very dangerous. Most people who try to become a rider end up dead. And you can be killed by your own classmates! Yes, its a very brutal school. And after all of these difficult obstacles - which Violet is ill suited to pass - she has to hope that a dragon will pick her. But what dragon will pick someone with a body that doesn't work right due to genetic mutations?  And all of that is near the beginning of the book! For a huge mysterious and dangerous problem is brewing in the Kingdom! And poor Violet will run smack into it - err - fly into it. If she can stay on the dragon that is...  You definitely should read this!",5,Sarah B,B0D923QDHR,2024-01-10
48,R3OIM5W64IJ60U,A little to predictable,"So imagine you get dressed up your finest clothing and you’re going to go out to one of the expensive restaurants in town. This restaurant is not cheap it cost more money than the average run of the mail place, but it’s supposed to have superior food.  You get there you have an appetizer you have a meal you have a dessert and you leave feeling like it was average.  That’s how I feel after I read this book. It was just average. Don’t get me wrong. There were some good parts to the story. The beginning was good. The end was good, but there was far too much predictability. I really felt like having I read this sort of similar dragon rider tale before or have I seen these plot points touched upon before.  I could see where certain things were going well before they got there. Not that I predicted everything but too much of this was predictable.  No I did not want to give the book 3 stars so I didn’t go that low, but it deserves about 3.5 stars to be honest.  For the $14.99 I paid for this book digital on Kindle. It cost too much for the story I got.  Here’s the funny thing. I actually want to read the next book in the series. It’s not that it’s a bad story but for $15 it should be a great story and so far it’s just average. There is room for improvement. the characters are nice. I can see this growing into something better but this first book Was not a Homerun.  Message to the author  Spoilers follow warning. Once again, spoilers be warned.  I always write a message to the author when I read a book that is interesting to me. Now I am a fan of the dragon writer genre. I’m a fan of fantasy and LITRPG books so I can get down with any story and I look for the good ones. I saw the reviews I saw the price and I was willing to pull the trigger and pay $15 for this story. I believe authors should be paid properly for their work. I’m a little sad to say the $15 I paid for this digital book doesn’t quite live up to my expectations. The plot was easy to follow. The grammar was perfect and spot on no misspellings. Nothing like that instead I found the story just predictable. It was easy to see who the heroin would bond with. Wow there’s a big dragon she’s going to be with him. It was unexpected that she would get two dragons. There’s a mysterious rebel that wants her dead. I bet they’ll end up a couple. Guess what it happened.  Now the end was not as predictable. I know some people who would’ve thought it was predictable to see him leading a rebellion with the griffins, but I didn’t see that coming perhaps because I wasn’t looking for it, but I didn’t know what would happen at the end truly. However, it was easy to see that her mind had been read as soon as I realized he touched her. I said Dain knows something he shouldn’t. It was easy to see he would be the one to break her trust and do something he shouldn’t. It was also clear someone would die and the only question was would it be Liam or her gf?  The world was a nice world to be in. The characters were nice characters to read about, but they were just too predictable.  One final note the love scenes were well written often I read authors who don’t know how to describe passion in a book, but this was very tasteful. What was repetitive were the feelings that kept being repeated over and over and over and over again. There’s only so many times I want to hear how attracted she is to him. Even when we were given a different mindset at the end of the story man I already knew how attracted he was to her. I didn’t need to hear it so many times it was just too much. I realized they are young teenagers who really want each other, but I don’t need to hear it every five minutes in the book.  I’m a bit unsure if I will purchase the next book in the series, I definitely want to read it since that final scene in the book occurred but I’m a little scared to pay $15. I think the prices for this series needs to be adjusted.",4,jermel purse,B0D923QDHR,2024-06-27
49,R1B8QV3CJCLJ0Z,I can’t believe I waited so long to read this epic book,"Guys. I’m not lying here: 2023 is MY YEAR for reading. I cannot tell you how many books I’ve read that have been so astonishingly beautiful and amazing and overall top tier. This novel is no exception.  Coming into this book, I wasn’t sure what to expect. The only other book I’ve read by Rebecca Yarros is The Things We Leave Unfinished. Also amazing, but if you’ve read it you know it’s on a completely different playing field than this book. I mean, Fourth Wing is on a different world and isn’t a historical romance novel. It is epic, though, and I’m not using that word lightly.  Fourth Wing is a fantasy novel set in the world of Navarre where dragons, griffins, and magic are real. If you’ve followed a majority of my reviews on my blog, you know that I hardly ever review fantasy novels. I honestly think the only other fantasy novel I’ve reviewed was The Invisible Life of Addie LaRue, which honestly was a real world fantasy, so wasn’t that far outside of my realm. With that being said, this book is outside of my typical comfort zone but holy hell did I love it. Now I’m thinking I’ve been missing out on all of these amazing fantasy novels and I might just go on a binge.  So, what exactly did I like about this novel? Everything. But to break it down: the world building that went into writing this is absolutely insane and makes it an amazing read in itself; the characters that don’t necessarily make you think “oh this again” with the main heroine; the unbeatable plot; and the beautiful, comical writing style that Rebecca Yarros demonstrates.  The world building speaks for itself, but the characters that don’t follow typical patterns particularly made me like this novel. For instance, our main heroine, Violet, is way weaker than other riders. She doesn’t fit the mould. While this is typical for our main character, what follows isn’t. Instead of her beating all odds and becoming the strongest rider of all, she basically just… adjusts. She has to do things differently and doesn’t just become a natural born rider. It’s amazing and you’ll know what I’m talking about if you’ve read the book.  The plot is just like what I said: unbeatable. You have foreshadowing, a romantic subplot, tension and high stakes throughout the entire novel, and man is it satisfying.  I’m not sure how long this series is going to be, but I am here for it.  Lastly, Rebecca Yarros’ writing style in this novel is nothing short of spectacular. You get epic battle scenes, romantic moments that play with your heart, and comical snips that make you laugh out loud. It really does have everything and I was thoroughly entertained throughout the entire novel.  Overall, this review is huge but I had a lot to say. I honestly can’t even point to something that I disliked about this novel, which just goes to show you how much I loved it and how great I think it is. If you enjoy fantasy novels, you’ll fall in love with this book. If you don’t enjoy fantasy novels? You’ll still fall in love with this book. I’ve already recommended it to my book club, my mom, and my brother. Y’all are welcome.  Favorite quote: “And when others are quick to stand in front of me, Xaden always stands at my side, trusting me to hold my own.”",5,Heidi Dischler,B0D923QDHR,2023-10-06
50,R3CV2Q9A1VRSWI,Gave me an amazing book-hangover!,"I inhaled this book, it was so good! I know people have a lot of opinions about this one. Some people I saw complaining about the lack of world building, but I didn’t see that. I felt that there was world building, it’s just alongside a fast moving plot. And no, it’s not as detailed as some fantasy novels. Other complain that it’s just a mashup of divergent and hunger games. I definitely see that, but I have no problem with it. I loved both those series (except the ending of divergent, which was not ok), and I enjoyed reading something with a similar vibe.  The characters were lovable and complex. The spice was spicy, but didn’t take over the plot like in some spicy books. I really enjoyed reading this book and it gave me the great rush and book-hangover that comes from being completely absorbed in a good book. ??  My only issue was with the disability representation. I loved that the main character has a disability, but I felt like it was only incorporated when it was interesting or convenient. She’s very fragile, and yet she never has bad days, and the spicy scenes are intense and somewhat violent, and yet she has no problems with it, isn’t accidentally injured. That seemed somewhat unrealistic. As a person with disabilities, I wish that part had been treated with a bit more realism.",5,Samantha,B0D923QDHR,2024-05-15
51,R31AUW1SOGRSNI,"So Much Cringe, But High Entertainment Value","You turned oranges into a weapon, Violence? - Xaden Riorson  High fantasy, dragons, and an enemies-to-lovers romance in a world wrought with war? YES PLEASE! Okay, let's start at the beginning, the part before I even start reading the book. Fourth Wing is everywhere: Bookstagram, BookTok, everyone and their mother AND brother have read Fourth Wing. I was interested. I had been putting it off for fear that it would disappoint. Well...when I started reading, I was thinking ""Yeah, a nice new young adult fantasy with dragons. I hope it's as good as Eragon!"" Yes, I know I know...I found out very quickly that this is an adult fantasy and definitely NOT young adult. I could tell by the type font and layout, as if the sexuaI innuendos weren't enough right from the get-go! And man...were some of then so cringy. What force on this planet made me even think it was young adult?!   Some of the innuendos and just the bickering, bantering type of dialogue was so cringy and awful that I had to read parts aloud to my husband for a serious laugh. It was like twelve-year-olds who have heard about $ex but haven't experienced it trying to talk about it. It was awful. Cringy. So terrible that I was affronted that I was still enjoying the book! One of the lines I remember most was something like ""I want to climb him like a tree."" Okay. I get what she means...but if you picture that particular simile...what DOES that even mean? There were better choices out there than...a tree...?????  Cringe aspect incoming: While I love a good enemies-to-lovers trope, in fact one of my favorites, the way this was set up made the characters feel flatter than paper. We have our main character, Violet, whose small size is constantly emphasized for a good portion of the novel. Yes, thank you for telling us for the FORTIETH TIME that she is small and petite. Point taken. Cool. She is also warned early on about the traitor son, Xaden Riorson, who from the moment he sees her, emphasizes his need to kill her. Except...every time he has the chance, there's some dumb excuse as to why he didn't. And then all of a sudden, he's saving her from death MUTIPLE times, and then they are kissing. ?? This is all well and good, or would be, IF there was more to the enemy aspect. There should have been more time taken to explore Xaden's own hatred of Violet, and vice-versa.  At least it gets better. After about halfway through the book (roughly page 250), the cringe isn't there anymore. It's like the author became a better writer AS she was writing. The (human) characters finally started getting some dimension to them, and the cringe-worthy dialogue (with one exception about measuring size, though it's placement wasn't too bad) was no longer present. We finally get a little bit of Xaden's hatred-turned-passion toward Violet, but still not enough to see why he would want to kill Violet, as opposed to attempting to kill her mother, the main responsible party for his misery, instead. I know there will be more books to explore this later, but to make the true enemies-to-lovers feel, and for it to feel genuine, there should have been a bit more from the start.   What truly makes this book shine is the dragons. Absolutely everything about the dragons. The series is named after their mysterious governing council (or what it is perceived as, though may be something else entirely), the Empyrean. The dragons are intriguing characters who all deserve more page time, especially Andarna and Sgaeyl, as well as the secondary characters dragons, which we don't get to see a whole lot of. With the dragons having their own governing system and being respected as the highest of beings, they certainly deserved more. The dragons also channel magic into their riders, and each rider manifests their own unique power based on their inner self. The magic system is enjoyable and works well for this world.  There are two parts about the book that absolutely make it phenomenal: Threshing, and the last 50 pages of the novel.  Threshing is the day when riders get to go out into the field and try to bond with a dragon. The dragon must pick the rider, of course, and not the other way around. No spoilers, but this scene comes somewhere between pages 120-180ish and is the part of the novel that truly had me hooked. I couldn't put it down!   The last 50 pages of the novel are the exciting battle one waits for in this kind of book. Once again, no spoilers, but with references throughout and the multiple reveals during this stretch of reading make for an action-packed cliffhanger ending making the reader itch for more. I don't even know where this story will go from here. I know whatever happens, I'll be along for the ride and I know I'll have my wildest imaginings blown out of the water.  Final consensus:  ??????? Why? Overall, the entertainment value of this novel has great sway in my final rating. Despite complaining about cringey aspects, they offered great laugh-out-loud moments. Despite the flat characters at first, they definitely fill out a bit more later, and the thing is, one can't hate on that. It's only the beginning of the story (my understanding at the time of this blog post is that it is planned as a five book series). That dragons truly make this book phenomenal, and everything about the last 50 pages really brought this novel to become something more, to put forward the promise to an exciting war story with its fair share of romance...and loss. Yes...I even teared up a bit at one part. No matter what anyone tells you about the book, its entertainment value makes for a FIVE STAR DIAMOND of a novel... i.e. a MUST READ for all fantasy lovers and seekers of a top-tier book with dragons.",5,Terri,B0D923QDHR,2024-06-25
52,RMLG5BBD2CJAQ,I NEED THE SEQUEL RIGHT MEOW!,"John Palladino, author of the grimdark fantasy series, The Tragedy of Cedain, picked this book for me to read. He said he'd heard a lot of people say good things about it, but the people he trusted absolutely hated it. He wanted to know what I thought. So here we are.  What do I think? I started this book and became obsessed. For the three days it took me to read it, I was either curled up in my chair physically reading it or suffering through the audiobook when I had to actually get up and function as an adult.  I would recommend reading this one physically, if possible. I had the good fortune to land both FOURTH WING and IRON FLAME in hardback during a sale in recent months. As is my habit, I checked out the audiobook from my library so that I could pair the two together. Rebecca Soler is the narrator and I did not enjoy her narration at all. Well - there is one exception - during certain scenes, Soler did match the pacing of the scene with her narration, and infused it with emotion that I felt truly captured the intensity of the moment. So there's that.  I loved so many of the characters in this story. Even though the book description warned me that the only way to leave this war college was to graduate or die, I still fell in love with these kids and rooted for them to conquer each challenge faced and survive to the end. It may surprise you fantasy readers out there to know that I favored the human characters over the dragons in this book. Don't get me wrong - the dragons were magnificent and I loved learning the little bits of history they shared and most especially loved learning about their magic and how it changed, based on their chosen Rider. It's been two days since I finished the book and I'm still in the horrible throes of a book hangover. (Thank goodness I already have the next book on hand to start soon!)  What I loved most about FOURTH WING was the setting. Even though there were a few deaths - one in particular - that devastated me, I wouldn't change a thing. This war college where young adults enter with the intent to become a Dragon Rider had a staggeringly low success rate. First, you have to survive the entrance to the Rider Quadrant. If you successfully navigated that, you were officially a cadet. Cadets then began their first year of training where they must survive challenges, training, education, fellow students and even the dragons! Just because you completed everything to a point, the dragons could reject you. (Hopefully by simply ignoring you and not with fire)  I was engrossed with the magic that was bestowed upon the Riders from their dragons. The dragons were able to channel magic through their bond to the Rider and the abilities manifested in different ways, depending on the Rider. Who the Rider was at their core - the kind of person they were - matched their magical abilities. I know the magic in this book was just brushing the surface, so I'm looking forward to continuing the series to see how it continues to build and seeing if the Riders' magic evolves further.  Obviously, this is a fantasy romance, so I feel like I should mention my opinion on the love story between our main characters. I liked it! It felt like the type of romance a couple of young 20-somethings would have, especially in a setting where they literally might not survive the day. It was quick, full of fire and flat out consuming. So many rant reviews I've seen focus on the ""horny dragons"" - I'm confused why people picked out that one scene that only took up a couple pages and what happened between the dragons took place off the page. I mean, how else do you think baby dragons get made?  In closing, I had a great time with this book and CANNOT wait to get started on the sequel. I'm at war with myself because I want to read it immediately, but then I also want to wait a bit closer to when the next book releases in early 2025. Decisions, decisions!",4,The Nerdy Narrative,B0D923QDHR,2024-05-17
53,R1LETQO4R3K7IR,4.5 Stars,"One Sunday, I was visiting blogs, which I don't get to do very often, and stumbled upon one that caught my eye. I can't remember the exact wording, but the blogger stated they didn't enjoy a book that was getting a ton of buzz and love. However she worded her comments piqued my interest, so I looked up the book on Goodreads and decided almost instantly that it sounded like something I would like. I added it to my wish list, and Husband bought it for me for my birthday. I still put off reading it for a while because I needed to focus on review books first. I finally found time to pick it up, and I have to say that I didn't want to put Fourth Wing down. We never have lazy days where we just let the kids watch TV all day, but Husband wasn't feeling well, it was 101 degrees outside, and I was enthralled. So I read every chance I got that first day and read about 80% by midnight. I needed to sleep because I knew that was too much to finish at a reasonable time for me. And I finished the other 20% the next day.  Fourth Wing has everything you could want from the first release in a new fantasy series. You have a flawed leading character--Violet is fragile. Her bones break easily, her joints and ligaments are weak as well. She is short. And generally not physically strong. She is, however, brilliantly intelligent. She spent her entire life training to go to the scribe quadrant. But her mother, one of the nation's top military leaders, decrees that Violet will enter the dragon rider's quadrant instead.  The rider's quadrant is a vicious school of tests and challenges that will end with more cadets dead than alive. Often times the tests kill the cadets. Just as often, the other cadets will do the killing. And what deaths remain are likely from the dragons themselves! Unique schools like this are why series like Harry Potter, Vampire Academy, Divergent, Red Rising, and even Throne of Glass have been wildly popular and universally loved.  And I mean dragons! The appeal of these mythological creatures is fascinating. Perhaps because they're imaginary, we love the different iterations of dragons throughout various literature and media. Fourth Wing's dragons are some of the best I've come across, from the varieties and their discerning qualities to their ability and willingness to bond to humans. Plus, the bond enables a psychic connection with their riders. These dragons are so well done. I applaud Rebecca Yarros for her imagination and vivid depictions in bringing them all to life.  The friends are an interesting variety as well. There are friendships that form almost instantly, those that have spanned entire lifetimes, those that form unexpectedly, and even ones that form begrudgingly. The personalities differ as much as the dragons and the abilities they bestow upon their riders. Violet's older sister, Mira, warns her against forming friendships in the rider's quadrant. Allies are important, but friendship can often be a liability. Plus, when cadets are dying more frequently than surviving, forming friendships means saying goodbye to people who have shared pieces of their hearts with you and vice versa. But Violet doesn't survive the rider's quadrant by following the path others have established. She must survive by her own instincts and her own journey through the tests and trials.  Speaking of abilities, Rebecca Yarros also did an excellent job creating a wide range of abilities since there are so many different characters. None of the signets were too similar to each other. And I loved the intrigue of wondering what new talent would be gifted to the next cadet. She even forms opposite sides of a coin without it appearing to be mirror talents.  The enemies were fierce. We start off with Violet being warned by her sister Mira to steer clear of Xaden Riorson because he will kill her as soon as he gets the chance as revenge for what her mother did to his father in executing the king's justice for his father's rebellion. Violet meets him almost immediately. Nearly the same time, a brutal new cadet sets his sights on her as an easy target to weed out the weak links. Only Violet embarrasses the new cadet, and he swears revenge that he will kill her. And he's not the only person she ticks off during her first year. Xaden is hard to read. He forces Violet into his wing since he's a wingleader. He bounces back and forth between giving her advice that will help her survive, ignoring her completely, and sending others to her in ways that could be construed either for or against her.  Of course, the driving questions are about whether Violet will survive each challenge she's faced with. If she does, will a dragon want to bond with her? At least until you get to a point where you have answers to these questions, and then you want to know what will happen next. I can't reveal those questions to you as they'd be spoilers.  Favorite quotes: -""They choose for reasons they don't see fit to share with us."" He pushes off his desk. ""And not all strength is physical, Violet.""  -You are not attracted to toxic men, I remind myself...  I had to laugh at that one.  -""One does not live a century without being well aware of the space one takes up.""  -""Justice is not always merciful.""  -""I know you just want to keep me safe,...,""I whisper. ""But keeping me safe is also keeping me from growing, too.""  -""I will hate you for this."" ""Yeah."" He nods, a flash of pure regret crossing his face as he draws away. ""I can live with that.""  -""Andarna is my favorite.""  -""You can ride me when the flesh rots off my bones, wingleader.""  -""Whatever you feel is natural. Allow yourself to feel it, but then let it go.""  -""...if we let fear kill whatever this is between us, then we don't deserve it.""  -""One generation to change the text. One generation to choose to teach that text. The next grows, and the lie becomes history.""  I was so disheartened when I finished Fourth Wing and went to go purchase Iron Flame only to find that it wasn't released yet. The unique school setting where the cadets die more often than survive. The friends. The enemies. The romance. The DRAGONS. All of it was exactly what I look for in a series. Now, I will say that once the characters leave the setting of the school and undoubtedly have to face the corrupt government, things have the potential to go south like series such as Divergent and The Hunger Games. We shall see if The Empyrean series can survive the traps that other series before it fell into or will it thrive similar to series like Red Rising and Throne of Glass. That being said, Fourth Wing gets 4.5 Stars. Have you read Fourth Wing? What did you think? Let me know!",4,Sandy Farmer,B0D923QDHR,2023-10-23
64,R13UJW2E1VACWT,Proven quality!!- Read my story??,"I bought this in Oct 2019. .....application was not as easy as other screen protectors I've used but it wasnt too bad.  The only thing I could complain is a little bit of a double-image type distraction near the edges that was noticeable when I play online games. I think it's the motion and graphics speed. Regular use of the phone to read or make calls, it's fine. Clear glass that wipes off nicely and doesnt actually smudge up too bad at all. The other day I dropped my Galaxy a10e from a store's checkout counter and it fell face first onto the polished concrete floor and I was scared to peek at the damage. Well, this protector did its job!! The corner chipped and there was quite a large ray of breaks across the top third of the screen protector.  I gently peeled up the left side and what did I see.....a pristine cellphone front glass????  The last thing I wanted to do was replace or repair this phone after just 10 months. I logged on to Amazon to purchase another protector just like what I had, found my previous order and see that this is a 2 pack.  I had forgotten! Well, YAYYY I went and found the packaging and warranty info from all of our electronics and sure enough, there was the second screen protector.  For this price, I am so pleased with the quality; it surely proved itself to me. I would have gladly paid this or a little more for just one of this quality! I'm very happy and we will will stick with this brand for further cell phone accessory needs.  The least I could do was come back on here and write a review since I hadnt before.... anyways, I recommend you look no further.....this is a great buy for a quality product.",5,Michelle G in Palm Bay FL,B0D5QNFDHZ,2020-08-28
65,R1EFWXZJMBOIF1,Excellent.,"I bought this for my mother in-law. I installed the first screen protector about a year ago and after a year and many many falls it finally broke in 4 places. This is my second time buying this screen protector because I lost the first set I had bought, but we don't need to talk about that. I love the fact that this one comes with two just in case something happens. It's easy to install and remove if it brakes. don't worry if after installing it you get a little hallo affect in some areas. It should disappear in a few days.  Over all not bad, not bad for the price. As long as they keep selling these, and my mother in-law keeps her phone witch should be for a few years I'll keep buying them.",5,Jesus Lopez,B0D5QNFDHZ,2020-07-21
66,R21IIIHNMAVSYR,"Worth the money, merchant upholds warranty","The product is worth the money. Comes with everything you need to install including the alignment frame which is very helpful. Overall, I’ve had a good experience with Ferilinso. I’ve needed to replace my screen twice due to them cracking while in use. Messaged Ferilinso via Amazon Message Center, and within a couple days I received confirmation that my replacement order was on the way.",5,Trevor S.,B0D5QNFDHZ,2019-11-14
67,R30TDFDAQ2I1G9,Great screen protector for the $,Idk why a lot of pol were giving these screen protectors bad reviews they are very durable & lol great & hold well once u fit it on your phone. The black outline blends perfectly with the black around my Galaxy a10e. The only reason I gave 4 stars instead of 5 is cause it said it was bubble free & its not I still have a few small bubbles I couldn't get out once I secured it on.,4,BambiBrown87,B0D5QNFDHZ,2020-04-15
68,R2PR6G6204Q9E,Great quality,"Perfect fit for our phone.  This was actually our second time buying this.  The first one we bought many months ago for my teenager's phone had lasted a long time, but then cracked when something had hit it hard in an accident.  The phone still worked well even with the cracked protector.  We were able to remove the cracked protector with ease and were able to install this new one with no problem.  It works great and we have no complaints.",5,Kindle Customer,B0D5QNFDHZ,2020-09-11
69,R247G1FXO4ZT5K,Not my favorite screen protector,"This is not an exact fitted screen protector for the a10e. I'd pick another brand if buying again.  It has the cutout for the camera and the outside is lined with a black border. When it's applied to the screen you have to line it up perfectly or you can see the border -- there's no wiggle room. It sometimes covers text if you have it set to full screen.  It also leaves a significant gap between the edge of the protector and the edge of the phone. I have a phone case on and the gap catches crumbs and debris really badly.  Also, this does not come with installation guide stickers and is attached to an oversized white backing strip so you have to wing it when you apply the screen protector. Unlike other screen protectors where you can line it up before peeling off the backing.  Overall, it seems pretty sturdy and adhered well, but it's tricky to apply it precisely and that black border on the screen protector gets in the way sometimes.",3,Ashley C.,B0D5QNFDHZ,2019-08-22
70,R2XFWZXJDD4HSX,Favorite screen protector,I buy alot of screen savers for work units and i have to say this one is my favorite.  It has higher end packaging than most which seems to lessing the amount of static cling created when pealing off backing to apply to phone.  It also seems to be slightly thicker (no i have not measured it) glass. The only con is that bubbles trapped during application requires letting cover acclamate to the device for about 5 to 10 minutes and then try to remove. I find that over time all bubbles evetually go away with time to give that prefect everytime finish and look.,5,Amazon Customer,B0D5QNFDHZ,2019-10-18
71,R1RV6CNR06Y6A3,Worth the wait,"I was unhappy that it was late, but Amazon worked with me to fix that for me, so I'm grateful. I have really bad luck with my phones so I was worried that I'd break my new phone while waiting on my case and screen protector.  Thank God I didn't.  Once I received the product I applied it to my device and so far,  so good.  It's nice quality. Durable.  And sticks to my phone well.  And luckily it came with 2 so I have a replacement if and when I ever need one for this phone",5,Chellz,B0D5QNFDHZ,2019-09-28
72,R3WRQI7AH68X,Not worth the effort,"First the good, the cover window protector is adequate, the main screen protector is trash.  The main screen protector doesn't even have a notch cut out for the camera lens.  Heads up if you do buy the QR code in the box doesn't work for instructions.",2,Cotton,B0D5QNFDHZ,2024-07-24
73,RKEKYUKH8K4HT,“Bubble-Free” was a lie at first but it changed,"I had high hopes for this product. I give it 5 stars for the packaging. But on the front it clearly says “Bubble-Free” But when i cleaned the phone screen and put it on there, i spent  5 minutes trying to get these tiny bubbles out from underneath the screen. I rubbed my thumbs raw but there was still a bunch of of bubbles. ***BUT THEN THE BUBBLES DISSAPEARED AFTER A DAY OR SO. So i guess the screen protector wasnt ad bad as i thought.",4,Lindzee wallisa,B0D5QNFDHZ,2020-03-03
74,RINYSNHH5YUTX,Great device for making my new car now have wireless Apple Car Play,"I bought this for my 2018 Audi Q5 and was expecting that I'd probably have to return it as I didn't have high hopes. I was WRONG. I plugged it into my armrest USB port out of sight and it took a minute or so to set it up. It takes about 15 seconds or so to connect to your system when you turn the car on, which is fairly quick to me.  This item connects my car to its car play without me plugging in my phone every time I get in the car. I get in and out all day long so to have this saves me a lot of time!  Haven't had a problem with connection or sound. The connection has been fast and automatic. From Waze to Spotify it works like you have the phone connected. I would say that it works flawlessly about 95% of the time, as every so often there's a hiccup in the connection, but it's so infrequent I view it as a minor inconvenience.  The people who comment that it occasionally freezes up or reboots seem to forget that that happens sometimes even when your phone is plugged into the head using. I have not noticed it being any worse than plugging it in. I have had this for more than 1 month with several long and short trips—no complaints.  I've tried one other brand that didn't work, this one worked right out of the box. I verified that my vehicle matched the list of known working vehicles and it works flawlessly. Note that not all USB ports are CarPlay enabled, so make sure you plug it into the correct port. In my Audi both the visible and hidden USB ports are CarPlay compatible, so I love how the unit is hidden from view.  No issues so far and I love my purchase. It's a keeper!",5,helen,B0D9JMXV2B,2024-06-18
75,R14ER02B4UOCDL,No more wires No more headaches,"I was a little skeptical at first, but this was exactly what I needed. Toyota is pretty behind in not letting CarPlay via Bluetooth.  I'm a nut for taking care of my tech. Last year I was gifted an iPhone 13 Pro for my birthday, and it was a big upgrade for me. I don't like to keep my electronics plugged in once they reach 100% because it's not good for the battery health. I also don't like my phone being tethered in case someone needs to access my phone because I can't store it as easily. The cup holders in the Rav4 aren't that great.  I purchased this adapter and now I don't have to worry about any of that. Battery lasts me a long time. We went on a 10-hour road trip and I was playing Spotify, using Waze for directions, and my phone went from 100% to 40-50% during that whole time. I haven't had any issues and feel that it only takes 15 seconds for it to boot up on the infotainment. The infotainment can get laggy but it's more of Toyota's fault for using slower tech.  I always have my teen help with tech gadgets. This time I installed myself and it was easy to connect in seconds I was up and running in no time!!! The minute I got back to my car after being away for 4 hours… my Apple Music was jamming from my speakers without being inside the car. No stalling for connection to car play.  I highly recommend this small adapter if you want to have the freedom of your smartphone not being tethered all the time. This allows you to connect automatically with all of your features without needing to tie your phone up with cords. Overall I am quite happy with this purchase.",5,Rick Furr,B0D9JMXV2B,2024-06-14
