,id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,asin,product_title,price,product_star_rating,ratings,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume_in_past_month,has_variations,delivery_category,review_id,review_title,comment,review_star_rating,product_asin,date,sentiment
59,60,0.037,0.701,0.261,0.9645,0.011159656569361687,0.060402415692806244,0.9284380078315735,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R21XFCNV7QE3GH,Not bad after a full day test drive..,"Just ordered these and received them the other day. I haven't used them for long but I test drove them today and they seem like a good product so far. I've worn them all day in and out of listening to music. Pretty comfortable as well. Sound quality is good, haven't used the, fully however. Haven't tested them with phone calls either but I don't expect to have any sound issues.",5,B0D9QVHDH2,2024-09-09,Positive
60,61,0.0,0.912,0.088,0.34,0.03411051630973816,0.7126134037971497,0.2532760500907898,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R98T7AJU4FPO3,Muy buenos audífonos,"Hoy ha sido mi primera experiencia con ellos. Sorprendido gratamente. Sonido de buena calidad, configuración/sincronización bastante fácil. La duración de la batería es excelente hasta ahora.",5,B0D9QVHDH2,2024-09-06,Neutral
61,62,0.064,0.783,0.153,0.7869,0.001936775748617947,0.007492261938750744,0.9905710220336914,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R3MF3TZAUG6I1W,Fantastic Product,My daughter has Apple Airpods and told me these work just as well as her $200 plus items. I love the showing of the battery life on the case which takes so many hours to actually needing to charge. The color is perfect. They are almost completely noise canceling. They do fit well in the ears but I have big cheeks and when I talk it does loosen them a little bit I can run with my dogs with them no problem. Very happy with this purchase and would purchase again,5,B0D9QVHDH2,2023-03-04,Positive
62,63,0.0,0.649,0.351,0.973,0.0022640854585915804,0.0078020053915679455,0.9899339079856873,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R38EJJXCUB061R,Best Earbuds!,"Love these earbuds, I have small ears and have tried many different styles and brands. These earbuds fit perfectly, they don't fall out and the sound quality is great for the price. Battery life seems better than other comparable options but I have not had them that long. Definitely a great value at this price point!!",5,B0D9QVHDH2,2023-02-23,Positive
63,64,0.0,0.805,0.195,0.9079,0.004866390954703093,0.055375050753355026,0.9397585391998291,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R2KTT4WU94XIRT,I'm glad I've made this purchase,"I've been looking for a headphone similar to that of the Airpods, but cheaper and a decent or good sound quality. This headphone does that. I also like how the charge percentage of the case is shown on the front.  Connecting to Bluetooth was extremely easy and it stays connected until I disconnect it.",5,B0D9QVHDH2,2023-02-23,Positive
64,65,0.0,0.601,0.399,0.8826,0.0028879446908831596,0.020968390628695488,0.9761437177658081,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R3N95WKNEJIOH2,Great product in this price,"Very nice, easy to connect, case is a charger with battery level display, decent sound, decent fit in the ear like pods",5,B0D9QVHDH2,2023-03-01,Positive
65,66,0.175,0.825,0.0,-0.453,0.0019260103581473231,0.028854690492153168,0.9692193269729614,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,R2EE70VIU3XQ19,SO easy to use!!!!,"I charged them, connected them to my Bluetooth on my phone and they work, that easy!!!!",5,B0D9QVHDH2,2023-02-14,Positive
66,67,0.236,0.764,0.0,-0.4184,0.0065496074967086315,0.2551891505718231,0.7382612824440002,B0D9QVHDH2,"Wireless Earbuds Bluetooth, In Ear Headphones Bluetooth 5.3 with HiFi Stereo Deep Bass, Ear buds Noise Cancelling with 4 ENC Mic, Dual LED Display, 40H Playtime Earphones for Computer Laptop Pad Phone",29.99,4.9,434.0,False,False,True,False,0.0,False,Free delivery with minimum order,RQWPKXSHLK1KB,Los ame! Super buena calidad de sonido!,"Me encantan! Súper ligeros, no lastiman, buen volumen, excelente producto!",5,B0D9QVHDH2,2023-02-21,Positive
67,68,0.058,0.796,0.146,0.9555,0.07756608724594116,0.22383643686771393,0.6985974311828613,B0CCYMWV47,"Ailun 3 Pack Camera Lens Protector for iPhone 15 Pro 6.1&quot; ＆ iPhone 15 Pro Max 6.7&quot;,Tempered Glass,9H Hardness,Ultra HD,Anti-Scratch,Easy to Install,Case Friendly [Does not Affect Night Shots]",5.89,4.4,19582.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R10ZZVT1QEY7K8,10/10 recommend,"I’m glad I waited to review these because I accidentally put it through the ultimate test. I ordered these and the same brand privacy screen protector a couple weeks ago when I got the brand new iPhone 15 pro. I wait years before getting a new phone so I got these protectors in hopes that they’d really do a good job. I went to a concert last night and was standing on bleachers when my phone slipped out of my butterfinger hand and slid off the step and dropped to the ground 15-20 feet (of course where there are rocks and hard dirt). Of course I slightly panicked and thought my phone was most likely destroyed. I retrieved the phone and was shocked when I saw it was totally fine thanks to the protectors. The camera protector was almost fully shattered and had a hole over one camera but my cameras came out undamaged..not even a scratch. Having this on saved me a lot of money. They’re also very easy to apply, inexpensive and fit with a phone case on. Highly recommend!!",5,B0CCYMWV47,2024-07-25,Positive
68,69,0.056,0.513,0.431,0.9392,0.002474031178280711,0.018576694652438164,0.9789491891860962,B0CCYMWV47,"Ailun 3 Pack Camera Lens Protector for iPhone 15 Pro 6.1&quot; ＆ iPhone 15 Pro Max 6.7&quot;,Tempered Glass,9H Hardness,Ultra HD,Anti-Scratch,Easy to Install,Case Friendly [Does not Affect Night Shots]",5.89,4.4,19582.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R3D9COFA5FA5QN,Great Protection,This is the best camera protection there is. Great value. Appears to be good quality. Scratch resistance and no bubbles. Very easy to install and align.,5,B0CCYMWV47,2024-09-05,Positive
69,70,0.056,0.752,0.192,0.8166,0.0060306028462946415,0.03337712213397026,0.9605922102928162,B0CCYMWV47,"Ailun 3 Pack Camera Lens Protector for iPhone 15 Pro 6.1&quot; ＆ iPhone 15 Pro Max 6.7&quot;,Tempered Glass,9H Hardness,Ultra HD,Anti-Scratch,Easy to Install,Case Friendly [Does not Affect Night Shots]",5.89,4.4,19582.0,True,False,True,False,10000.0,False,Free delivery with minimum order,RILK3BFEOO153,They’re ok,I think these cameras are great. They do break a little easy depending on how hard you drop your phone of course. It was very easy to put the lens on and it doesnt leave any bubbles it put on correct. The size is just right and it blends in seamlessly so it doesnt look weird.,4,B0CCYMWV47,2024-07-08,Positive
70,71,0.0,0.797,0.203,0.9879,0.003969929646700621,0.026786653324961662,0.9692434072494507,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R13K6LZAUJ6JEO,Fantastic Car Phone Holder with Easy Setup and Strong Suction,"I’m impressed with this car phone holder, especially since it includes both a vent mount and a dashboard mount. The instructions recommend letting the adhesive on the dashboard mount sit for 24-72 hours before use, so I waited the full 72 hours before attaching my phone. In the meantime, I used the vent mount, which worked perfectly.

This is hands down the best phone holder I’ve purchased—simple, effective, and well-designed. The kit includes a cleaning pad to prep the area where you’ll stick the holder, along with clear instructions. I use it with a Note 20 5G, a pretty large and heavy phone with its case, and it holds up really well.

My favorite feature is the easy-release button at the back. It’s a breeze to use compared to other holders I’ve tried, which had cumbersome clips that required two hands to open. The suction is strong, the grip on the phone is secure, and it’s versatile enough to accommodate different phone sizes. Highly recommended!",5,B0CHS69JW3,2024-08-09,Positive
71,72,0.057,0.818,0.125,0.9063,0.03109804168343544,0.10347182303667068,0.8654301166534424,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R23Y71380PZ4HW,Works great for big heavy phone,I have a OnePlus (really big heavy cell phone) and the phone holders I tried in the past that attached to the heat / AC vents could not hold my phone in place because it's too heavy. It would work for a little bit but eventually the whole thing would just detach from the vent and fall on the floor of the car while I was driving. Not good.  This phone holder was the first one I tried that ever actually worked for a larger heavy phone. It was extremely easy to assemble and attached easily to the top of my dashboard. Yesterday I took a long (5 hour) drive out of state on lots of bumpy roads and the phone holder really held extremely well and gave me no problems at all.  It stayed in place throughout the ride. I am very happy with this product and recommended to anyone with a large or heavy phone.,5,B0CHS69JW3,2024-08-24,Positive
72,73,0.025,0.754,0.221,0.8532,0.009347653016448021,0.059341203421354294,0.9313111305236816,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R3R26MSTZ55LZY,Nice and was functional.,"I liked this when traveling this summer.  It held phone very well. One caution...Don't use the adhesive on windshield or dashboard if using rental. The adhesive is for permanent installation. Hard to remove sticky stuff. But worked well, and good price. Ed",5,B0CHS69JW3,2024-08-20,Positive
73,74,0.0,0.81,0.19,0.7231,0.03138973191380501,0.2602728605270386,0.7083374261856079,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R30VQHIV1EXL0R,Sticks to the dash just fine,"It's sturdy with great suction, and is easy yo use. It can twist to hold your phone horizontally or vertically. It's a little clunky compared to others out there, but that doesn't bother me.",5,B0CHS69JW3,2024-08-31,Positive
74,75,0.0,0.519,0.481,0.9612,0.0017544766888022423,0.008905558846890926,0.9893400073051453,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R11AKEWC80IG1E,The Best Phone holder,This is the best one I’ve bought from Amazon. It is firm and has a good grip on the dashboard. The ease of use is great. Great product.,5,B0CHS69JW3,2024-09-02,Positive
75,76,0.161,0.839,0.0,-0.7816,0.08422748744487762,0.3403664231300354,0.5754061341285706,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R3D3SU9EASY2FG,Stays stuck!!,"Having tried many different mounts that never seem to stay in place I was a little skeptical.
But after one month or use in the summer this thing hasn’t moved and is sturdy while driving.
Exactly what I was looking for.
Fits all our iPhones no problem.",5,B0CHS69JW3,2024-09-07,Positive
76,77,0.023,0.885,0.092,0.8934,0.0481073223054409,0.22428694367408752,0.7276057004928589,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,RZ2FVLB839XGK,Works Kinda,"Ok, the way that it works is, that there is a suction sticky and a normal sticky plate. if you cant find a flat place to put it, you put the sticky plate then the suction sticky ontop. It also tells you to wait 24 hours after placing the plate to put the suction. Then it says to wait 48-72 hours to put your phone in it. So i wait. Then finaly i put my phone in and it looks perfect. then I get into drive and it falls right off the dashboard. The next day i take off the plate and just apply the suction sticky to the windsheild and it has worked perfectly since. I didnt even wait after puting it on, less than an hour later i put my phone in and it worked.

TLDR: If put in windsheild then great. If put on dashboard then horrible.",4,B0CHS69JW3,2024-08-27,Positive
77,78,0.073,0.808,0.119,0.7812,0.1812991201877594,0.23396246135234833,0.5847384333610535,B0CHS69JW3,Qifutan Car Phone Holder Mount Phone Mount for Car Windshield Dashboard Air Vent Universal Hands Free Automobile Cell Phone Holder Fit for iPhone Smartphone Carbon Fiber,11.99,4.3,15586.0,True,False,True,False,10000.0,False,Free delivery with minimum order,R2HTL3LNQ1M1YI,Finally I've found the perfect car phone mount!!,"I don't know how many car phone holders I've bought.  I usually get rid of them within days, because they just don't work, or block vision, or fall apart.  The last one I bought before this one went in the drink holder, which is really dumb because you lose your drink holder.  It was also hard to access my phone.  This one offers two different mounting options.  The first one didn't work that great for me because I have a rounded dash.  The air vent option works GREAT!!!!!  FINALLY I found a car phone mount that works for me.  So easy to install, and to remove if you need too.  I'm so glad my phone won't be flying all over the car anymore, and it makes driving safer, because I can now easily see the navigation on my phone.",5,B0CHS69JW3,2024-08-27,Positive
78,79,0.055,0.832,0.113,0.9161,0.12000276893377304,0.4829406142234802,0.39705657958984375,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R1XNSJJCR0DYZD,Sturdy with options for mounting,"I normally use CarPlay and keep my phone in my pocket or on the center console. But with the recent heat wave, the phone tends to get hotter than usual and CarPlay seems to drop out due to the phone overheating. I decided to test this out and see if it will help, and it did.

First would be the mounting options. You can use the bare suction cup to stick it to your windshield which is what I did. The mount was secure for our whole 3-hr trip with the occasional bumpy roads. You can extend the mount forward but due to physics, the phone will be shaky. They also provide you a mounting plate if you want to stick it on your dashboard.

There’s a space at the bottom of the mount so you can route your charger, so charging isn’t an issue. I normally prefer a wireless charger but that generates extra heat which is what I am trying to avoid.

As for the price, you can compare this to a popular brand like iOttie which costs triple and performs similarly as well. I prefer keeping it cheap. They look similar too aside from the brand. There’s also a 1 press button to release the phone clamp.

I can’t really say anything negative on the mount. So far it’s a good value for money.",5,B0D6R7ZR5P,2024-07-27,Neutral
79,80,0.0,0.865,0.135,0.6249,0.009647920727729797,0.11713510751724243,0.873216986656189,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R22I44L3QRDVJX,Good car phone holder,Both my husband and I bought one and like.  I can only speak to the vent clip and it works fine and is plenty sturdy to hold my iPhone.  I haven’t tried the dash stick on holder as the vent one is fine for us.,5,B0D6R7ZR5P,2024-08-19,Positive
80,81,0.0,0.732,0.268,0.8714,0.003014856483787298,0.020434141159057617,0.9765509963035583,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R3UQOYKEKT9SEQ,Mobile phone stand,"This stand is very easy to use, I often use navigation is very friendly, do not have to look down at the phone, simple installation, can adjust the length, very good",5,B0D6R7ZR5P,2024-07-25,Positive
81,82,0.0,0.744,0.256,0.8217,0.0014269320527091622,0.017383135855197906,0.9811899662017822,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R2UFMOPD8LFQB1,Good phone holder,This is a really good phone holder for your car. It has a vent attachment and one that you can stick to your dash! Easy to use and very sturdy.,5,B0D6R7ZR5P,2024-07-20,Positive
82,83,0.0,0.806,0.194,0.8777,0.00231292680837214,0.03602505847811699,0.9616620540618896,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R2TMK4R0WYVQ7K,Good for Price,"This phone holder is pretty sturdy. It was easy to assemble, the size is perfect for my iPhone 15. The adhesion has held up in very hot weather! It also holds up when there is vibration if you lock your phone into place of it.",4,B0D6R7ZR5P,2024-08-15,Positive
83,84,0.0,0.85,0.15,0.784,0.003301563672721386,0.03761514276266098,0.9590833187103271,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R2ZNXXHBB87HRH,"Works great, makes driving safer","I like that you can choose dash, window, or vent. It's adjustable ans sturdy. Allows room for charger while in use. Bought for my son going off to college mainly for his road trips back and forth. Great buy for the price!",5,B0D6R7ZR5P,2024-08-15,Positive
84,85,0.0,0.782,0.218,0.9272,0.007118039298802614,0.036084871739149094,0.9567970633506775,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R3NEGGCVD9WEZU,Pretty good value and stiffness,I order this just to try it because of the great price and I’ve been really happy with it since I didn’t expect it would be this good for the price I paid. It has some attachments with it that I’ll probably never use but some people might depending on their car. I would definitely recommend it if you’re on a budget and need one of these.,5,B0D6R7ZR5P,2024-08-09,Positive
85,86,0.0,0.821,0.179,0.7684,0.038892485201358795,0.16854679584503174,0.7925607562065125,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R2BPR9N90F5L51,Works Well,I would have given this a five star but have only had it in use a short time and don’t know how it will work long term. Works great now.,4,B0D6R7ZR5P,2024-08-21,Positive
86,87,0.0,0.921,0.079,0.2263,0.09081122279167175,0.5864927172660828,0.32269608974456787,B0D6R7ZR5P,"Upgraded 3-in-1 Car Phone Holder Mount [Powerful Suction] Phone Mount for Car Dashboard Air Vent Windshield,for All iPhone Android Phone (Black)",13.99,4.4,4021.0,False,False,True,False,8000.0,False,Free delivery with minimum order,R3LTFB0X6OGK3I,Nice but the button is hard to reach,Nice area/space for phone.  But the release button is very different to use as it is located under phone is in the holder,4,B0D6R7ZR5P,2024-08-22,Neutral
87,88,0.085,0.704,0.211,0.9338,0.0029177458491176367,0.033088963478803635,0.9639933109283447,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R31RYI4YCS9L49,Excellent Charging Cables for Apple Devices,"I recently purchased the VODRAIS iPhone Charger 3-pack, and I’m impressed with their performance. Here are the highlights:

Fast Charging: These cables support fast charging up to 3A, reducing waiting time.
Durability: The military-grade nylon braiding ensures longevity. With 10,000+ bend tests, they won’t break easily.
Perfect Length: At 10 feet, they provide flexibility—no more being stuck near a wall socket.
MFi Certified: No annoying warning messages; they’re safe for your device.
Universal Compatibility: Works seamlessly with various Apple devices.
Overall, these cables are reliable, durable, and great value for money. Highly recommended!",5,B0DBHTZ6CD,2024-08-10,Positive
88,89,0.0,0.516,0.484,0.986,0.0015558323357254267,0.006510546896606684,0.9919336438179016,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,RW3276IW9Y0QZ,Really Great IPhone Chargers,"These chargers are amazing. They are durable and are a good length. The price was even better, very cheap but still really great quality. The charging is at a great speed and they connect easily and effectively. I’m really happy with this purchase.",5,B0DBHTZ6CD,2024-08-28,Positive
89,90,0.0,0.714,0.286,0.9656,0.001301509328186512,0.009858894161880016,0.9888395667076111,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R38MH859NOHVWN,Great value for the set!,"I recently purchased a 3-pack of USB iPhone chargers, and I'm thrilled with them. The quality is excellent, providing reliable and fast charging. The cables are well-made, durable, and long enough to offer flexibility while using my phone. This set offers great value and convenience, ensuring I have chargers at home, in the car, and at work. Highly recommend for anyone in need of dependable charging solutions!",5,B0DBHTZ6CD,2024-09-05,Positive
90,91,0.064,0.398,0.538,0.9477,0.0015334477648139,0.010875058360397816,0.9875915050506592,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,ROIOL3Y40IMIU,Great product,"Great value and durable cables. Love the clean color. Works perfectly with iPhone devices, and charges the devices quick.:)",5,B0DBHTZ6CD,2024-08-24,Positive
91,92,0.0,0.648,0.352,0.9705,0.0017866146517917514,0.011404543183743954,0.9868087768554688,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R6QT1608MXABN,These are fantastic!!,"As someone who seems to routinely find herself needing durable charging cables, these are fantastic and FAST!! These braided cables are super strong and I particularly love the long length. Tip for anyone with college age kids... charging cables are the PERFECT stocking stuffer!",5,B0DBHTZ6CD,2024-09-05,Positive
92,93,0.05,0.669,0.28,0.9617,0.0015680461656302214,0.016427043825387955,0.9820048809051514,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R2YDXI2O20IDO0,Nice length,"The cord is sturdy and well-made, showing no signs of fraying or wear even with regular use. It charges my iPhone quickly and syncs data without issues. The length is perfect for comfortable use while plugged in, and the connectors fit securely into my phone and charger. Overall, it's a high-quality and reliable cord that offers great value. Definitely recommend it for anyone needing a new iPhone charging cable!",5,B0DBHTZ6CD,2024-08-23,Positive
93,94,0.023,0.713,0.264,0.9697,0.0027423016726970673,0.011879491619765759,0.9853781461715698,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R3NX051ACCG2C,Delivered in time and high quality product,"I recently purchased a Lightning cable, and I couldn’t be happier with my purchase. The product was delivered right on time, just as promised. The quality of the cable is outstanding—sturdy, durable, and well-made. It charges my devices quickly and efficiently without any issues. The connectors fit perfectly, and the cable itself is thick enough to withstand daily wear and tear. I highly recommend this Lightning cable to anyone looking for a reliable and high-quality product. Excellent value for money!",5,B0DBHTZ6CD,2024-08-19,Positive
94,95,0.091,0.656,0.254,0.8578,0.007985444739460945,0.0470912829041481,0.9449232220649719,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R30LJUDMIYM9P9,Fast Charging,"For the price, this 10ft charger is a fantastic value. It’s durable, performs well, and the extra length provides a level of convenience that shorter cables just can’t match. If you’re tired of being tethered close to an outlet or dealing with fragile, easily damaged cables, I highly recommend giving this one a try!",5,B0DBHTZ6CD,2024-08-22,Positive
95,96,0.024,0.728,0.248,0.9672,0.0017060261452570558,0.007050512358546257,0.9912434816360474,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R10GIOMI40QOJL,Great value!,"I love these chargers, the cloth exterior is makes them especially durable and flexible. They charge fast and last forever. Perfect stocking stuffer and gift. I literally can’t have enough of these around between kids and guests and my husband, there’s always someone after a charger! I love the packaging too I cut the package so they each have an individual pack and slide one in my purse, or an extra in my car. A great buy!",5,B0DBHTZ6CD,2024-09-05,Positive
96,97,0.121,0.807,0.072,-0.2732,0.018159808591008186,0.14219635725021362,0.8396438360214233,B0DBHTZ6CD,iPhone Charger 3pack 10FT Apple MFi Certified Long Lightning Cable Fast Charging Nylon Braided USB Charging Cable High Speed Transfer Cord for iPhone 14 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S,6.99,4.8,197.0,False,False,True,False,10000.0,False,Free delivery with minimum order,R3PZ4E8M0AH7FF,Does the job,"Great the fact comes with pack of 3. Leave one at home, office and in the car. It does the job of charging. Unsure about the speed, since normally leave the phone on charging while sleeping, making dinner or watching TV. So don't really notice.  But again if you just looking for charging cables, these will do with no problem. I do.like the feel of the cable, stronger and ticker compared to some other ones",5,B0DBHTZ6CD,2024-08-26,Positive
